Artist,Title,Found on Spotify?,Spotify URI,Corrections
Joeyy,Noah Shebib (Kangaroo),Yes,spotify:track:5C90zrRwXN4JVHZmkAIjzM,
Young Thug,Bonjour,Yes,spotify:track:5ddzdvPSd04yEtc9fXKtuY,
Evian Christ,Ultra Bundle (Evian Christ X Chyna Whyte X Gangsta Boo),Yes,,
GG12,Don’t Fall For Us,Yes,,
Rudekays,Whippet,Yes,spotify:track:4QGEuZ2O2BfmsXpyyYm3CS,
Real Boston Richey,Help Me,Yes,spotify:track:487JCvAXVblflZyDJn3fSp,
"J-Kwon, Kamixlo",Tipsy Lariat GRA Edit,Yes,,
Glokk40Spaz,POTHEAD & STONER,Yes,spotify:track:7rh1Rw4Xm2cqBaHBcEkT5q,
Dark0,Shining Star,Yes,spotify:track:7irDybhGY1HtUM7iL2QzFq,
Shifty,When We Were Young,Yes,spotify:track:2MUQ5dFbZxj74KnVm99FDl,
Elysia Crampton,Oscollo,Yes,,
Ween,She's Your Baby,Yes,spotify:track:4Chah9FS9ar1F6qZR6FuoH,
Wristboi,Hold My Liquor X Breathe,Yes,,
"Breeze, Squad-E, Justine",Another Smile,Yes,spotify:track:00WMGqWyICDRa2l6rKHl1Z,
"Playboi Carti, Lil Uzi Vert",Shoota ,Yes,spotify:track:4uwEm9S0HqohXnC7vb5T7H,
Isaac Tuli,Radio Assault,Yes,,
Tippa Irie,War,Yes,spotify:track:6AwJ7U6f8qCCQR2y2PAkjv,
Tippa Irie,No Talent,Yes,,
Peter Hunningale,Ordinary Lives,Yes,spotify:track:5KNNbwBauuFtbl4ve72eU1,
Nardo Ranks,Burrup (Hip-Hop Dub),Yes,,
Chronic Law,Likkle Law Boss,Yes,spotify:track:2YgAvSqrwHtaTCRZ1lYoP4,
Chronic Law X Ireland Boss,Still Dark,Yes,,
Chronic Law,Eiffle,Yes,spotify:track:3PfL8wwqQ7Eck7xmecttMN,
Aidonia,Moonwalk,Yes,spotify:track:3CvEdDLAsWOu0iPbGzfGPS,
Wetty Beatz;Triniboi Joocie,Bottle over Head,Yes,spotify:track:4lZHw1UhWkYKqLlK7aZAf6,
B No Ft. Tippa Irie,Rebel On The Roots Corner,Yes,spotify:track:0U1P4ipyAf0heQQObMjYeV,
Peter Hunningale,Give Me That Mood,Yes,spotify:track:0b8m3Fe7a9wXxlNjakeZGJ,
Peter Hunningale,Straight Through The Middle,Yes,spotify:track:65kOl5z1f6NKrNRfBxBPWQ,
Paulette Tajah & Mrs Irie,Vex (Miserable Woman),Yes,,
Peter Hunningale,Babylon Chains,Yes,spotify:track:3hdCsuQjlhZsNUTOOrrUjY,
Peter Hunningale,His Majesty’s Love,Yes,spotify:track:7dKLUmPYsJACPRTRPrZ8Kp,
Gappy Ranks,The Rain,Yes,spotify:track:42GC1AfXG6J0avUTkShlM9,
Mavado,Tie Yuh,Yes,spotify:track:76NKky19biI0dL4Ay9kqf7,
The Radio Dept.,Heaven's On Fire,Yes,spotify:track:6aayVb6veJ48dn4RqeWQN5,
Unknown Artist,Stars,Yes,,
Lil Wayne Ft. Jae Millz,D*Ck Pleaser,Yes,spotify:track:0Qqa3dPa52rOIXL3jnfnCV,
"Skrapz, Nines",Free,Yes,spotify:track:3TQJuG8QUC1sNnUFyT7FTo,
Lil' Troy,Wanna Be A Baller (Radio Edit),Yes,spotify:track:6lEIjrQNwJPecJ7mMXjhjo,
FL JITT,Freak On 2,Yes,,
Skeete,Set It Arff,Yes,spotify:track:06mtMKkZiwzA1BHCTb1IBy,
"Giggs, Buck, Fix Dot'M",Walk In Da Park,Yes,spotify:track:23f6KIYmkN8JCaSSGDw3GQ,
Skye Sweetnam,Tangled Up In Me,Yes,spotify:track:2yNmuqMXfVpGcYlyGlZ4UR,
Wande Coal,E Choke,Yes,spotify:track:342Qp390Ih2N3VdcRxXp35,
03 GREEDO,Trap House (Feat. Shoreline Mafia),Yes,spotify:track:1nq3DVmmYHGmO0NrAJdvnl,
Moby,In This World,Yes,spotify:track:77tJlraFq64xilqyyxkhtH,
Dj Farran,Gsl,Yes,,
Suicideyear,When You Sleep,Yes,spotify:track:1xw4aRvpjgsNymmzas8xLB,
Ball Greezy,Shone (Clean Radio Edit),Yes,spotify:track:1SMjxcgoLhimNf8gnEIQhK,
Prefab Sprout,All The World Loves Lovers,Yes,spotify:track:1VLTpcRdq5RQpC6PTYYRf0,
Squad Five-O,2 Grand And A Lot Of Hassle,Yes,spotify:track:1PgtXwRS8taxD6VLhj5cxx,
Gorillaz Vs Godzila,Unknown Track,Yes,,
Kooxla,Frutiger Aero,Yes,spotify:track:3gTqKsfUUvR01gNGuT5g1v,
"Ruff & Jam, The Spinto Band",Oh Mandy,Yes,spotify:track:4IM4LrVIq5im4Z1EfQmbid,
"Yeat, Young Thug",Outsidë,Yes,spotify:track:5D85KSboJi9sBxSz0FrUOw,
Lee Keenan,Lee Keenan (Last Night),Yes,,
MxPx,Move To Bremerton,Yes,spotify:track:6gSKNN18MX2sOYdYNPJbE5,
Organ Tapes X Severin Glance,Press,Yes,,
Broke Boi,2024 Edition,Yes,,
2Pac,Dear Mama (Instrumental),Yes,,
Devon Welsh,That’s What We Needed,Yes,spotify:track:3z5o2j5l096Xy5ZAlEYgdn,
Snake Of Rhyme,L'Oréal C74,Yes,,
Some Ember,Touch,Yes,spotify:track:2LxZ59Hjsk4YF0QvMKVPlI,
Masma Dream World,Sundown Forest,Yes,spotify:track:2z7ipjiscQuTpr7cJ0EdW9,
NIKA,Svoboda,Yes,,
d'Eon,Gilded Cutlass,Yes,spotify:track:2dFhm4pYYpPhqwEFKYAAKo,
Dan Casey,Flight Simulator,Yes,spotify:track:0W5BiBCBf0E4mFMP9DDZj3,
Allo Fren,Anon,Yes,spotify:track:7nhNjQ0FnyBZ2pjCMrAfku,
Devon Welsh,Untitled 1,Yes,,
Devon Welsh,Untitled 2,Yes,,
Devon Welsh,Untitled 3,Yes,,
Devon Welsh,Triumph,Yes,,
Devon Welsh,Our Song,Yes,,
Devon Welsh,Lovers,Yes,,
Devon Welsh,Untitled 4,Yes,,
Gil Scott-Heron,Me And The Devil,Yes,spotify:track:0DfHeKRPWea6WPOXvmMRMQ,
"Dean Blunt, Panda Bear, Vegyn",Downer,Yes,spotify:track:0FMR48WoAQivFMFZ1HdVY8,
"The Avalanches, Kurt Vile",Gold Sky,Yes,spotify:track:3XlOL0qIITmNBKBcZTqS9n,
Heartworn Highways,(Excerpt 1),Yes,,
Group Home,Supa Star,Yes,spotify:track:2QECh0fEPnaTxRWsVBrUz7,
Prefab Sprout,Wild Horses,Yes,spotify:track:0MYOG171DxrbiArjhhhqOS,
Bark Psychosis,I Know,Yes,spotify:track:0FX3XmWPtRT8VLO8vZ7jXL,
"万能青年旅店, Omnipotent Youth Society",Kill The One From Shijiazhuang,Yes,,
DJ Shadow,Stem (L.P),Yes,,
Pretty V,Over & over,Yes,spotify:track:0l4DU9O7kOBXb7v3S9fb5O,
Foresteppe,Homewood,Yes,spotify:track:4BjsHJZfkG7UIYzcSd6FOq,
Lagrima,Banjo Interlude (Demo),Yes,,
Heartworn Highways,(Excerpt 2),Yes,,
Lagrima,Monsters,Yes,spotify:track:2js9LK5JvEcAhumJtTkuIF,
Arthur Russell,This Is How We Walk On The Moon,Yes,spotify:track:74LbkcDTjFV1WtMmTAtORI,
中谷美紀,Strange Paradise,Yes,,
Gil Scott-Heron,Your Soul And Mine,Yes,spotify:track:4J0NJRoPGrM653EbKToRsv,
Fonky Family,Mystère Et Suspense (A Capella),Yes,spotify:track:6bDwfE3kL6RRiHcw7Fj7Fw,
Cindy Lee,Be My Shining Star (Instrumental),Yes,spotify:track:4igoME0hUF9fLaVo2IvwsR,
Vashti Bunyan,Diamond Day,Yes,spotify:track:1SVbLtv66jl9djDekvnMTq,
Loukeman,JUMZZZ,Yes,spotify:track:08oY9ACcDjDff7b0t4mbjE,
The Magnetic Fields,With Whom To Dance?,Yes,spotify:track:4c45bjDFw7Wkqj6UKdCopP,
Lagrima,Sleepwalkers (Unreleased),Yes,,
Sleater-Kinney,Modern Girl,Yes,spotify:track:2GOQVqZ3uVp7LKVAY1T0mk,
Beloved Trinket,Beamer (Unreleased),Yes,,
Elizabeth Cotten,I'm Going Away,Yes,spotify:track:1ZcBa2buf2Mx5LHTyOujri,
Devon Welsh,Best Laid Plans,Yes,spotify:track:4xpIfw6xzUcdL12Mo67SiB,
9090gate,London Life,Yes,,
Honour,Whip Appeal V6 (PIPN8EZ) ,Yes,spotify:track:6UPDntKywjAAZyl7y42glq,
Yung Lean,Agony (Blue Ringed Baby Breaks Edit),Yes,,
EMA,Anteroom,Yes,spotify:track:7AkazOr1X82lAczzbHWov1,
Dj Corpmane,Check 230 Flow (George Strait X Asake X Xquizit),Yes,,
Sporting Life,Painted Reflections,Yes,spotify:track:3IVLkNMmJS6dzNyoI5R2In,
"Trimbal, James Blake",Saying (Harmonimix),Yes,spotify:track:4IRg6aXJuQrYfSJRg61iZr,
Af85 Jetty,Life After Ot (Demo),Yes,,
The Mae Shi,Jubilation,Yes,spotify:track:1UrtsThaqlqYV6QlVW3EjF,
Felixcw,Night Bus,Yes,spotify:track:0xf1LU6AgIJ0urM1INxvZU,
"Vegyn, John Glacier",In The Front,Yes,spotify:track:5TH7kcmgdMUDpUiinmZbDl,
GG12,Angel Funk,Yes,,
jackzebra,容颜,Yes,spotify:track:1SBD0pekoQ8kFbCnjk8qFt,
"Isaiah Hull, aloisius",spike lee (feat. aloisius),Yes,,
"Kulture Blak & Ras Asha, Ashanti Selah",On My Path Remix (Ashanti Selah),Yes,,
Rian Brazil,Smiley Grill,Yes,spotify:track:5B80WQJAM05ZnTWBb9I26a,
Joeyy,Thanks,Yes,spotify:track:0wpiw06Mi04WzoE66WeZIm,
"Babyxsosa, Huna",Lonely Nights (HUNA Edit),Yes,,
Dagnarm,Lil Zino,Yes,,
Perfect Pussy,Interference Fits,Yes,spotify:track:3OfOrNsQ1AmdpC34wWB1vF,
Twerknation28,Midnight In A Perfect World,Yes,,
Unknown Artist,Healing,Yes,,
Antone,Windows Of My Mind,Yes,spotify:track:3Q3VAZdfVXBxiTxwRYNmCE,
Don Williams,I Believe In You,Yes,spotify:track:1PpbrbgsXRXeKw1GnZMEv7,
Princss,Point Of View,Yes,spotify:track:32LPyCb4Q1XqALOBbEhwDW,
Acopia,Be Enough,Yes,spotify:track:5QG8BsA6PBGJJoMR3jxZHd,
Stopgap,Coat Check,Yes,,
Sirius,Smallville,Yes,spotify:track:2FijZFIIQxN8IHioIzjp46,
"Charlotte Mew, Linda Smith",I So Liked Spring,Yes,spotify:track:2rBuiquIybDsaS9uCFRj4A,
Steve Earle,Someday,Yes,spotify:track:6f5yMTESpEdHEWhA6PxsaF,
The Pearly Gatecrashers,Life Is Gonna Get You,Yes,spotify:track:6yzHGrIh7sLW7p0xt9AVOz,
Lucki,PaidNFull,Yes,spotify:track:7I3qbhPnoesyyqQdFJjjDb,
Jawnino,Lost My Brain,Yes,spotify:track:4w44zC5RobUIpr8lchKyKS,
Skrapz,"Agr Ft. S Dot B Lee, Beegee",Yes,,
Klein,wicked dreams,Yes,spotify:track:1L6OVe7in9iXbhaFoJBYum,
Organ Tapes,Waiting Monster Movie Cover,Yes,,
Th Blisks,Guesthouse,Yes,spotify:track:5tUGlpvUiPHJ22Vv5rTkzD,
evilgiane,"LIL WAYNE feat. K$upreme,Slimesito",Yes,,
Shotta Tapes,"This, Then We’re Thru",Yes,,
Chuck Berry,Deep Feeling,Yes,spotify:track:5WzcyZ29VEeMimQpAiDc8q,
Donnie Elbert,What Can I Do,Yes,spotify:track:1pZKaG5J2FtCSUi0vBeeUU,
Billy Paul,Let 'em In,Yes,spotify:track:7EIETgqBk63OdvVyIFDNKx,
Essential Logic,Brute Fury,Yes,spotify:track:6nNW1YsepRMkLGfH74B6Fb,
Prince,Lady Cab Driver,Yes,spotify:track:1ufd5YMV7d4GkkvWjkl5Lr,
Jessy Lanza,You and Me,Yes,spotify:track:2T0059rPaSH9pVh7Le64Ny,
Julmud,Saree' el thawaban سريع الذوبان,Yes,,
Terry Reilly,Lifespan 1 G Song,Yes,,
Belong,Never Came Close,Yes,spotify:track:6VK1gDU7uUNpVWQhWTnqqK,
Tirzah,2 D I C U V,Yes,spotify:track:3WFOdv5My2oASX8RegQlds,
Mediafired,This Could Be Every Night,Yes,,
The Impacts,Blue Surf,Yes,spotify:track:69PapVDFufX2vghSbrT4MB,
Joey & The Time Machine,Caught By Love,Yes,spotify:track:7MnQScE9Ra971yXDWNRjeZ,
Rudolph Francis,A So The System Work,Yes,spotify:track:5dtSFNNS10wGv4KIEOFcUe,
Purple Man,King On The Way,Yes,spotify:track:2PjFES4J6T89BgIKIpRVgS,
Sugar Minott,Love Gonna Pack Up,Yes,,
Junior Byles,Curly Locks #2 (Take 2),Yes,spotify:track:281S3qFau8oV1zdzgmb0XX,
Eola,No Getting,Yes,spotify:track:4F3X0T97JKWQ3TSNx4Szt4,
Tim Maia,Eu Amo Você,Yes,spotify:track:04h9o3gtRD7fvGafF7ukJj,
Niontay,Thank Allah,Yes,spotify:track:6BYFGHDNPHwFLIsAA3aLLH,
Anna Domino,"Perfect Day (No, He Says)",Yes,spotify:track:3SM6IKiKbpjKE5pMKtfc3Z,
Iration Steppas,Scud Missile (Not Glorifying War Mix),Yes,,
Benny Wise,Frank Crystallmessssssss,Yes,,
Sirius,Reel,Yes,spotify:track:7svofx8ff5KYGfuuwuaMug,
Built To Spill,Distopian Dream Girl,Yes,spotify:track:511VZuvJIubk8ADZrYfOyw,
AyooLii,All My Life,Yes,spotify:track:1R8QioA4mwMAbgMdZ5i81A,
ptite soeur,nepas cliquer,Yes,spotify:track:5PAZsmJyk11PTEwZo0t26Q,
Monopoly Child Star Searchers,Wind's Emotive Inner Key,Yes,spotify:track:0ZeIG4uigVZPfzZIqVRzYh,
Maria Minerva,Pirate's Tale,Yes,spotify:track:26R8ZmvBQCf6p8UV21bDCg,
Pet Grotesque,Pingin' Alone,Yes,spotify:track:3iT7ZQKYxrMzg4PhQAeKKl,
Död Mark,Öga 4 Öga,Yes,spotify:track:4vhpYu9sb221cGwPU6897f,
Loukeman,Nice To Hear Your Voice Again,Yes,,
"Chuquimamani, Condori & Joshua Chuquimia Crampton",Q'iwanakaxa/Q'iwsanakaxa Utjxiwa,Yes,,
Suicide,Ghost Rider (Zurita Cumbia Mix),Yes,,
Blastah,Tarraxo Unfull (Dj Lilocox X Detente),Yes,,
Pist•on,I Am No One,Yes,spotify:track:3Lbh0XF6imaIZNw7Eqyz5Q,
Red House Painters,Mistress (Remix),Yes,spotify:track:74jwaNkFVPyFem9hyVp0O4,
Bad Sip,Family Tree,Yes,,
Pazeamor,In The Desert,Yes,spotify:track:3DrkNTGZluUoadniZ6FwSU,
AF85,Love,Yes,spotify:track:3FlSW37bxcwSZWX7589yMo,
Idaho,This Cloud We’re On,Yes,spotify:track:0o7g6qiBjbZgdqBjH7o2zy,
Harmonia & Eno '76,Welcome,Yes,spotify:track:1nNVBuHacAZjd16ggr1wjI,
Chareth Cutestory,Underneath,Yes,spotify:track:57Ztp06y5GweIcpJzPpwMd,
Pure X,Thousand Year Old Child,Yes,spotify:track:7JzwH7DArlAa6AHN651XCo,
