Artist,Title,Found on Spotify?,Spotify URI,Corrections
Justin Vibes F. Diamonds Of Gwijo & Azul Serene,Uzozisola,Unknown,,
Letón Pe,Cuándo Se Va’ Ir El Calor?,Unknown,,
Ndotz,Embrace It,Unknown,,
Amira Jazeera,Solitude,Unknown,,
Muni Long,The Baddest,Unknown,,
Karencici,Hard to say,Unknown,,
Zachz Winner,Doodle (Slowed),Unknown,,
John P. Kee,Blessings,Unknown,,
Donny Hathaway,Someday We'll All Be Free,Unknown,,
"Maze, Frankie Beverly",Golden Time Of Day,Unknown,,
Mr_hotspot,Goodness Gracious,Unknown,,
C-Nova,Yodelin,Unknown,,
Rich Homie Quan,"Flex (Ooh, Ooh, Ooh)",Unknown,,
Ruger,Asiwaju,Unknown,,
Brenda,Oxamu,Unknown,,
"Enyel C, MJ Nebreda",Unknown Track,Unknown,,
Nesta,OUTSIDE,Unknown,,
"Pitbull, Lil' Jon",Culo (Miami Mix),Unknown,,
"Ricky Blaze, Chelley",Crash The Party,Unknown,,
NLE Choppa,Slut Me Out 2,Unknown,,
"Jamie XX, Honey Dijon",Baddy On The Floor,Unknown,,
"BOABOA, CarlloYABOY",Dirty Soda,Unknown,,
Cupid,Flex,Unknown,,
"Chief Keef, Mike WiLL Made-It",Girl Woo,Unknown,,
Fido,Awolowo,Unknown,,
Bella,Wolfine,Unknown,,
"Fatman Scoop, The Crooklyn Clan",Be Faithful,Unknown,,
Soul For Real,Every Little Thing I Do,Unknown,,
"JEMS!, Elujay, J.Robb",CREEPIN,Unknown,,
J Boog,Let's Do It Again,Unknown,,
Cash Cobain F. Laila,Problem,Unknown,,
"Ella Langley, Riley Green",You Look Like You Love Me,Unknown,,
Luke Borchelt,Itchin’,Unknown,,
"Rihanna, J-Status",Here I Go Again,Unknown,,
Vybz Kartel,Slow Motion,Unknown,,
Ms. Thing,Regular,Unknown,,
Mavado,Settle Down (Destiny),Unknown,,
"Boza, Elena Rose",Orion,Unknown,,
Tems,Love Me JeJe,Unknown,,
"Uncle Waffles, Tony Duardo, Justin99, Pcee, EeQue, Chley",Yahyuppiyah,Unknown,,
Vybz Kartel,Half On A Baby,Unknown,,
Karol G,Si Antes Te Hubiera Conocido,Unknown,,
"DB Boulevard, Broggio",Point Of View (Broggio Club Mix),Unknown,,
Tre Oh Fie,On Beat (Major Nine Remix),Unknown,,
EthanUno,pensando en ti,Unknown,,
"YMswag, Dj Yk mule",Zero Competition (Speed Up Version),Unknown,,
"Nick León, Erika de Casier",Bikini,Unknown,,
"Ice Spice, Central Cee",Did It First,Unknown,,
Jordan Adetunji F. Kehlani,KEHLANI (REMIX),Unknown,,
"Valentino Merlo, The La Planta",Hoy,Unknown,,
Nippa F. Larry June & SHOW & PROVE,Sugar,Unknown,,
Audi Money,Baby Gangsta,Unknown,,
Odeal,Soh-Soh,Unknown,,
Wet,This Fog,Unknown,,
Ac03x45dh3,You WILL Cry Listen To This All The Way Through [No Pranks] (*Edit Of Cammy Belle + Hidden Contact),Unknown,,
Rahn Rahn $Plash Ft. Chubb $Plash,Fake Friends,Unknown,,
User-177606668,God Wishes Me Happy Even If They Are Not Real,Unknown,,
Bloody Shield,Allofasudden (500 Edit),Unknown,,
Camille Keller,Dallae,Unknown,,
Paul,New Lease on Life,Unknown,,
Rick Cranberry,Going Band For Band With Carter Pewterschmidt (*Edit Of YN Jay X RMC Mike),Unknown,,
Babyxsosa,Throw It,Unknown,,
Veeze,Safe 2,Unknown,,
Dida,Don't Touch Crickets,Unknown,,
GG12,"Another Month, Another Year",Unknown,,
Lilkris3000,Bethoven Prod. Bethoven,Unknown,,
Showtek,FTS,Unknown,,
Waxahatchee,Right Back To It,Unknown,,
"Wicca Phase Springs Eternal, Holy Mountain",Vocal Trance Playlist,Unknown,,
Closet,i hate this town lol,Unknown,,
User-177606668,Its My Bad Its My Bad Its My Bad Its My Bad Its My Bad Its My Bad Don't Lie (*Edit Of Underscores),Unknown,,
Bladee,Not Much Of A Life (SALEM Cover),Unknown,,
LAZER DIM 700,Alltime,Unknown,,
Bod [包家巷],"Holy (Water, Earth, Metal, Fire, Wood) + Bloodz Boi 血男孩",Unknown,,
The Processional Professional,“360” Wedding Entrance (Charli XCX),Unknown,,
Camila Cabello,Chanel No.5,Unknown,,
Rensgo,BEAT STEREO LOVE🌌🌌 ++ DJ P7 (2010),Unknown,,
Sunsǝt,Children (Torn),Unknown,,
LUCY,Breathe (Faith Hill Cover),Unknown,,
Erlend Øye,Like Gold,Unknown,,
Anamanaguchi,Merry Christmas Mr. Lawrence,Unknown,,
Sebastian Yatra,Tracionera,Unknown,,
Emanuellcortess_,Amor,Unknown,,
Plan B,Te la tiro pa' que Bailes,Unknown,,
Don Omar,Pobre Diabla,Unknown,,
honestav,Cool Kids,Unknown,,
Sabrina Carpenter,Espresso,Unknown,,
Tinashe,Nasty,Unknown,,
Charli XCX,360,Unknown,,
"Girl On The Couch, Memphis LK",Man In Finance (Welcome To The Hamptons),Unknown,,
"310babii, Ohgeesy, BlueBucksClain",Rock Your Hips,Unknown,,
LuckyBanks,Shawty A Vibe,Unknown,,
"Maxo Kream, That Mexican OT",Talkin In Screw,Unknown,,
Tommy Richman,Million Dollar Baby,Unknown,,
"Evil Empire, Trae Tha Truth, Tuck",Not A Stain On Me,Unknown,,
RajahWild,Inferno,Unknown,,
Los Sufridos,No La Vi A Ninguno,Unknown,,
Lomiiel,HAY LUPITA,Unknown,,
Mk.gee,Are You Looking Up,Unknown,,
El De La R’s,Dice Que Me Extraña (Acustico),Unknown,,
"Jay Lima ZM, Benny Bankx",Netflix & Chill,Unknown,,
Kehlani,After Hours,Unknown,,
Sammy Andaluz,El BBL,Unknown,,
"Natanael Cano, Oscar Maydon",Madonna,Unknown,,
J.P.,Bad Bitty,Unknown,,
Shaboozey,A Bar Song (Tipsy),Unknown,,
Cee-Lo,Free (Full Version Live 88.5),Unknown,,
"OutKast, The Goody Mob","Git Up , Git Out",Unknown,,
OutKast,Crumblin' Erb,Unknown,,
Horace Brown,I Want You Baby,Unknown,,
"Rico Wade, Da Connect, Dungeon Family",Belly Of Da Beast,Unknown,,
Outkst,Growing Old (Instrumental),Unknown,,
D4L,Scotty,Unknown,,
Backbone,"""5, Duce, 4, Tre""",Unknown,,
Bubba Sparxxx,Heat It Up,Unknown,,
Lil' Jon & The East Side Boyz,Shawty Freak A Lil' Sumtin',Unknown,,
Kandi,Don't Think I'm Not (Radio Edit),Unknown,,
Ludacris,Keep It On The Hush,Unknown,,
KARRAHBOOOO,RIP FOLLIES,Unknown,,
"Cash Cobain, Ice Spice, Bay Swag",Play Fisherrr (Remix),Unknown,,
"Los Cómplices, Yahir Saldivar",La Cumbia De La Baliniza,Unknown,,
"Yahir Saldivar, GRUPO K2",SC-70,Unknown,,
Ahmed Ben Ali,Dameek Majeb,Unknown,,
Sexyy Red,Pound Town (Ase Manual Remix),Unknown,,
Young Thug,Amazing (Feat. Jacquees),Unknown,,
Youth Thug,Chanel (Ase Manual Remix),Unknown,,
Yeat,Shmunk (Feat. YoungBoy Never Broke Again),Unknown,,
"Kelela, Divoli S'vere, Mike Q",The High (Mike Q & Divoli S'vere Remix),Unknown,,
Milkdonna,Say My Name Nova Mix,Unknown,,
Opus III,Evolution Rush,Unknown,,
"TDJ, X-Coast",Lalala (Want Somebody) (X​-​Coast Remix),Unknown,,
Young Thug,RiRi,Unknown,,
Angel City,Do You Know (I Go Crazy) (Extended Mix),Unknown,,
Bours?,In Da Club,Unknown,,
Bizzy Banks,Ok Ok Ok,Unknown,,
Arta Fact,Miscommunication,Unknown,,
DD Osama,Let's Do It (Feat. NLE Choppa & Dee Play4Keeps),Unknown,,
LOTIC,PHLEGM (ZUTZUT GOLOSO EDIT),Unknown,,
X-Coast & DJ Rada,One Life,Unknown,,
Blicz,Glamorous,Unknown,,
Lily-Rose Depp,World Class Sinner / I'm A Freak,Unknown,,
BEATCAT,RUSH,Unknown,,
Kiddy.Wav,U Thought I Was F33ling You,Unknown,,
Nardo Wick,Somethin' (Feat. Sexyy Red),Unknown,,
NEIKA,Don’t Trust,Unknown,,
Human Part,Had To Did It On Em,Unknown,,
"Zahsosaa, D STURDY & Dj Crazy",Shake Dhat,Unknown,,
"Lil Wayne, Birdman",No Ceilings,Unknown,,
Jimmy Cliff,"Under The Sun, Moon And Stars",Unknown,,
Beyoncé,Texas Hold 'Em (Clean),Unknown,,
Tanner Adell,Throw It Back,Unknown,,
J.Tajor,Like I Do,Unknown,,
"Shaggy, Rayvon",Angel,Unknown,,
"Alton Ellis, The Dreamlets",So Much Love,Unknown,,
Slim Smith,Rougher Yet,Unknown,,
Sheryl Crow,The First Cut Is The Deepest,Unknown,,
Dionne Farris,Hopeless,Unknown,,
Bossman Dlow,Get In With Me,Unknown,,
"Amy Winehouse, Dave Brinkworth, Harmonic 33, Mark Pritchard",Stronger Than Me (Harmonic 33 Remix),Unknown,,
Anthony Hamilton,I'm A Mess,Unknown,,
"No Doubt, Lady Saw",Underneath It All,Unknown,,
DJ Babatr,To-K,Unknown,,
Zach Bryan,Nine Ball,Unknown,,
Monica,For You I Will,Unknown,,
"Kabza De Small, Mthunzi, MaWhoo",Amazwe,Unknown,,
Linda Martell,Before The Next Teardrop Falls,Unknown,,
Grupo Cañaveral De Humberto Pabón,Pídeme La Luna,Unknown,,
Carin León,Primera Cita,Unknown,,
Jastin Martin,Mean Well,Unknown,,
"Bizzarap, Young Miko","Young Miko: Bxrp Music Sessions, Vol. 58",Unknown,,
Myke Towers,LA FALDA,Unknown,,
HONESTAV,Both Dead,Unknown,,
ERRE,Nada es Igual,Unknown,,
"Adan La Amenaza, Jairo Vera, Bryiton",Te Encanta,Unknown,,
Lilithzplug,CLEARED Remix,Unknown,,
Sadboi,Potential,Unknown,,
Anycia,REFUND,Unknown,,
ToniTega,LA TRAVESÍA,Unknown,,
"Eugenio Esquivel, Grupo Marca Registrada Sebastian Esquivel",Alucin,Unknown,,
"Tainy, J Balvin, Young Miko, Jowell & Randy",Colmillo,Unknown,,
YG Marley,Praise Jah In The Moonlight,Unknown,,
Lvbel C5,DOGUSTAN BERI HAKLIYIM,Unknown,,
Mnelia,Say Yeah,Unknown,,
"Victor Thompson, Ehis “D” Greatest",THIS YEAR (Blessings),Unknown,,
Plan B,Fanática Sensual,Unknown,,
Kidd.Kleiiin,Tanta Envidia,Unknown,,
The Clark Sisters,Center Of Thy Will,Unknown,,
AdriAnne Lenker,Sadness As A Gift,Unknown,,
Eladio Carrion,TQMQA,Unknown,,
"Isiah Barr, Jon Nellan",Rip City Theme,Unknown,,
Navy Blue,Suite 11,Unknown,,
Bob Marley & The Wailers,Turn Your Lights Down Low,Unknown,,
Crushed,respawn,Unknown,,
7ebra,I Have A Lot To Say,Unknown,,
Jack Harlow,Lovin On Me,Unknown,,
"Sam Deep, Njelic, Aymos",Isgubhu,Unknown,,
"Minz5, DJ GABZY",Vuli Ndlela,Unknown,,
"Shabjdeed, Al Nather",Nasheed,Unknown,,
Sofie Royer,Mio,Unknown,,
"Oscar Ortiz, Edgardo Nunez",First Love,Unknown,,
"Fer Vazquez, Flor Vazquez",Sin Querer,Unknown,,
Megan Moroney,Tennessee Orange,Unknown,,
RunItUp Jordan,Hold On,Unknown,,
Jay-R,Im on It,Unknown,,
"DJ Tao, Roze Oficial",ROZE DJ TAO Turreo Sessions #22,Unknown,,
"Gaby Music, Lunay, Luar La L",No Te Quieren Conmigo,Unknown,,
"Willie Nelson, Johnny Cash, Waylon Jennings, Kris Kristofferson",Highwayman,Unknown,,
Mulatu Astatke,Tezeta (Nostalgia),Unknown,,
Lil Darius,Meant 4 You,Unknown,,
Jermaine Dupri F. Jacquees,Pick It Up,Unknown,,
"Kitty Ca$H, PawPaw Rod",Can’t Shut Us Down,Unknown,,
Swank Mami,I Saw U,Unknown,,
"PJ Morton, Stokley",All I Want For Christmas Is You,Unknown,,
WanMor,This Holiday,Unknown,,
Lah Pat,For Christmas,Unknown,,
Dru Hill,Tell Me,Unknown,,
Sabrina Carpenter,A Nonsense Christmas,Unknown,,
Ralphy Dreamz,Navidad Sin Ti,Unknown,,
"Cher, Tyga",Drop Top Sleigh Ride,Unknown,,
"Mariah, Lord Tariq And Peter Gunz, David Morales","My All (Morales ""My"" Club Mix)",Unknown,,
Buju Banton,Wanna Be Loved,Unknown,,
Angélla Christie,Love Lifted Me,Unknown,,
"Jeremih, Chance",Snowed In,Unknown,,
The Handsome Family,So Much Wine,Unknown,,
Cleo Sol,There Will Be No Crying,Unknown,,
Teddy Pendergrass,Joy To The World,Unknown,,
"Colby O’Donnis, Akon",What You Got,Unknown,,
Tainy F. Arcangel,Me Jodi,Unknown,,
Lloyd F. Lil Wayne,Girls Around The World,Unknown,,
Don Toliver F. Kali Uchis,4 Me,Unknown,,
MoMA Ready,GIRL DEM SUGAAA,Unknown,,
Krinjah,Worker Man (Remix),Unknown,,
Nia Archives,Off Wiv Ya Headz,Unknown,,
"Yeah Yeah Yeahs, Passion Pit",Heads Will Roll (Passion Pit Remix),Unknown,,
Dinamarca,Praise The Lord,Unknown,,
"Young Miko, Jowell & Randy",ID,Unknown,,
Amaare,Counterfeit,Unknown,,
Magic Drum Orchestra,Drop It (Like A Funky Muppet),Unknown,,
Bulin47,Bajo Mundo,Unknown,,
"Rosalía, Haraca Kiko, LeoRD",Bizcochito (LeoRD Y Haraca Kiko Remix),Unknown,,
Björk,Big Time Sensuality,Unknown,,
NewJeans,Cookie (Kutcorners Remix),Unknown,,
Koffee,Toast (JD Reid Remix),Unknown,,
Bored Lord,Luv,Unknown,,
Rauw Alejandro,Verde Menta,Unknown,,
Bandmanrill,Mr DCT,Unknown,,
Kaliii F. DJ Smallz 732,K Toven,Unknown,,
Tinashe,Talk To Me Nice,Unknown,,
Eladio Carrion & Bad Bunny,Coco Chanel,Unknown,,
Bad Bunny,Cybertruck,Unknown,,
Robert Miles,Children,Unknown,,
"Ralphie Choo, Mura Masa",Máquina Culona,Unknown,,
Cash Bently,Negaron Un Favor,Unknown,,
Los Tucanes De Tijuana,Sin Ti Soy Un Loco,Unknown,,
Lainey Wilson,Watermelon Moonshine,Unknown,,
Provoker,Dark Angel,Unknown,,
The Blow,Hey Boy,Unknown,,
Karol G,Amargura,Unknown,,
Zerrydl,Puff & Pass,Unknown,,
Romy,The Sea,Unknown,,
"James Mac, VALL, Rosalie",The Boy Is Mine (Extended Mix),Unknown,,
Bag Raiders,Shooting Stars,Unknown,,
"Cassö, Raye, D-Block Europe",Prada,Unknown,,
mischluft,Getting Down,Unknown,,
Roger Sanchez,Again,Unknown,,
Rema Namakula,Tonyt,Unknown,,
"Ayox, Zlatan",Walking Dead,Unknown,,
Venesti,Umaye,Unknown,,
Keith Urban,Blue Ain’t Your Color,Unknown,,
"Turno, Skepsis, Charlotte Plank",Rave Out,Unknown,,
"Paris Hilton, Luny Tunes",Stars Are Blind (Luny Tunes Remix),Unknown,,
"Mohammed Assaf, DJ Hamida",Falestini (Remix),Unknown,,
Anthony Santos,Me Enamoré,Unknown,,
Abraham Afewerki,Abela,Unknown,,
Chike,Ego Oyibo,Unknown,,
Popcaan F. Anju Blaxx,Mi Baby Dat,Unknown,,
Dexta Daps,Twinkle (DJ Yossi Balay Remix),Unknown,,
"310babii F. Blueface, Tyga, Mustard, Ohgeesy, BlueBucksClan",Soak City,Unknown,,
Kes,Banga,Unknown,,
"DJ CHEEM F. Lyrikal, Noah Powa, Lil Rick",Ba Ba Ben,Unknown,,
Shallipopi,Obapluto,Unknown,,
Moodyman,Wednesday Night People,Unknown,,
Bloody Civilian,I Don’t Like You,Unknown,,
Fufu,Slou,Unknown,,
Travis Tritt,It's A Great Day To Be Alive,Unknown,,
Zach Bryan F. Kacey Musgraves,I Remember Everything,Unknown,,
K-Ci & JoJo,Tell Me It's Real,Unknown,,
Destin Conrad,OUTTA CONTROL ,Unknown,,
Yatta Bandz,Toxic Inspiration,Unknown,,
Randy Travis,"Forever And Ever, Amen",Unknown,,
HTMONA,Kem Delayey Tekle Tesfazghi,Unknown,,
Chayanne,Bailando Dos Corazones,Unknown,,
Prince Royce,Me EnRD,Unknown,,
Natti Natasha,La Falta Que Me Haces,Unknown,,
Stunna June,Island,Unknown,,
Steven Kou,Bumbai,Unknown,,
Crazy Design,Guanguan,Unknown,,
Khaid,Anabella,Unknown,,
UB40,Kingston Town,Unknown,,
Beenie Man F. IamNuhRush,Weh She Want,Unknown,,
"Bobby Brackins, Ray J, P-Lo",Get On Top,Unknown,,
8RO8,Townies,Unknown,,
MOONLIGHT AFRIQA,Love Dimension,Unknown,,
"Ryan Castro, Peso Pluma, Sog",QUEMA,Unknown,,
"Jay Wheeler, Dei V, Hades66, Luar La L",Pacto,Unknown,,
"Feid, Sean Paul",Niña Bonita,Unknown,,
Blaqbonez,Like Ice Spice,Unknown,,
Busy Signal,The Gambler,Unknown,,
Skeete,Tek Buddy,Unknown,,
"Teejay, DJ Mac",Drift,Unknown,,
Milkdonna,Say My Name Boy (Milkdonna Edit),Unknown,,
Brian Courtney Wilson,Always Peace (Radio Edit),Unknown,,
"Tom Petty, The Yard Dog Orchestra",Wildflowers,Unknown,,
Myke Towers,Lala,Unknown,,
Bad Gyal F. Myke Towers,Mi Lova,Unknown,,
"Saiko, Quevedo, Feid, Mora",Polaris (Remix),Unknown,,
"Chris Jedi F. Dei V, YIVNGCHIMI",Los Que Son,Unknown,,
"Nadg, Seanizzle",We A Run E Grung (Remix),Unknown,,
J Hus,Massacre,Unknown,,
"Mura Masa, Erika de Casier",E-motions,Unknown,,
Jung Kook F. Latto,Seven,Unknown,,
Troye Sivan,Rush,Unknown,,
NewJeans,Super Shy,Unknown,,
"Yassir, Grau",5AM,Unknown,,
FendiDa Rappa F. Cardi B,Point Me 2,Unknown,,
KARRAHBOOO,Box The 40,Unknown,,
Cadie Neiva F. DJ Kawest,Ne Doute Pas,Unknown,,
DJ Incredible F. DD Keyz,Can We Talk (Gouyad Edition),Unknown,,
Baaba J,OLE,Unknown,,
Shakira,Que Vuelvas,Unknown,,
Zach Bryan,Open The Gate,Unknown,,
Zach Bryan,God Speed,Unknown,,
Greg O-Quin,I Told The Storm,Unknown,,
Sexxy Red X Bobby Valentino,Slow Down To Pound Town,Unknown,,
NICKI Nicole F. Young Miko,8 AM,Unknown,,
"Bad Gyal F. Tokischa, Young Miko",Chulo,Unknown,,
Morgan Wallen,Last Night,Unknown,,
8RO8,Takeover,Unknown,,
Byron Messia,Talibans,Unknown,,
Ayra Star,Rush,Unknown,,
Chappell Roan,Red Wine Supernova,Unknown,,
Kylie,Padam Padam,Unknown,,
DJ Tim Dollar,Number Advisory,Unknown,,
"DJ Frosty, Fatman Scoop, DJ Webstar, Young B, SMOOTH",Ride That Wave (Remix Radio),Unknown,,
KH,Looking At Your Pager,Unknown,,
Ziggy,Look Back It (Club Mix),Unknown,,
Yailin La Mas Viral,Narcisista,Unknown,,
"Dave, Central Cee",Sprinter,Unknown,,
Lil Durk F. J. Cole,All My Life,Unknown,,
Picus,Flow Tumbado,Unknown,,
Lily-Rose Depp,World Class Sinner / I'm A Freak,Unknown,,
"BEA PELEA, LOS DEL CONTROL",Sola,Unknown,,
Asake,Sunshine,Unknown,,
KCee,Ojapiano,Unknown,,
Olivetheboy,Goodsin Speed Up,Unknown,,
"Everything But The Girl, Todd Terry",Missing (Todd Terry Remix),Unknown,,
Télépopmusik,Breathe,Unknown,,
Jenner Lopez,Waiting For Tonight,Unknown,,
Bellakath,Gaitx (3rosas Edit),Unknown,,
X CLUB.,Everything Comes True,Unknown,,
Mainline Magic Orchestra,Tranchera,Unknown,,
SoFTT,Papi De Azucar,Unknown,,
Benuebermensch,Yayooo,Unknown,,
SoFTT,Kiero K Me Kieras,Unknown,,
Mami Jordan La Para 23 & Freko Jhon Ing,Juslal,Unknown,,
La Factoria,Todavia,Unknown,,
Known Artist,Say What ? (Club Mix),Unknown,,
Crush3d,Just Wanna Love You,Unknown,,
Rosalia,Bizochito (Reminder Remix),Unknown,,
Brutalismus 3000,GEWALT GEWALT,Unknown,,
"DJ Heartstring, Narciss",In The Heat Of The Night ,Unknown,,
NoName,Vamos A La Playa,Unknown,,
SoFTT Ft. Babymorocco,Portarnos Mal,Unknown,,
DJ Bondiola,Flaca,Unknown,,
Olmatri,Kaspar,Unknown,,
Mecano,Hawaii-Bombay,Unknown,,
Eslabon Armado F. Peso Pluma,Ella Baila Sola,Unknown,,
Yahritza Y Su Esencia And Grupo Frontera,Fragil,Unknown,,
THEY. F. Kacey Musgraves,Wait On Me,Unknown,,
Victoria Monet F. Lucky Daye,Smoke,Unknown,,
Rusherking F. La China,Hipnotizados,Unknown,,
Srta. Dayana,Usted,Unknown,,
Feid F. Young Miko,Classy 101,Unknown,,
Mushkaa F. Roots And Calagher,Barras Warras,Unknown,,
Lil Kayla,11:11,Unknown,,
ICandy,Keep Dat N*Gga,Unknown,,
Rae Sremmurd,Flaunt It/Cheap,Unknown,,
Kiko El Crazy,Pa Que Baile,Unknown,,
HUGEL F. Merk & Kremont And Lírico En Casa,Marianela (Que Pasa),Unknown,,
Lay Bankz,Na Na Na,Unknown,,
Brutalismus 3000,CRY B3B3,Unknown,,
Frost Children,All I Got,Unknown,,
Becky G,Shower,Unknown,,
Hilary Duff,What Dreams Are Made Of,Unknown,,
"J.Lo, G. Dep, P. Diddy, Mario Winans, Sean ""Puffy"" Combs",Feelin' So Good (Bad Boy Remix),Unknown,,
Nanizzie,Otro Sitio,Unknown,,
Grupo Frontera F. Bad Bunny,Un X100to,Unknown,,
Grupo Frontera,No Se Va,Unknown,,
Yng Lvcas F. Peso Pluma,La Bebe (Remix),Unknown,,
"Grupo Ensamble, Raymix",Oye Mujer ,Unknown,,
Madeline,Nobody,Unknown,,
Lil Wayne,Nightmares Of The Bottom,Unknown,,
Burna Boy,Common Person,Unknown,,
Omah Lay,I'm A Mess (Stripped),Unknown,,
Rosalia F. Rauw Alejandro,Beso,Unknown,,
NEW YORK F. Mina,L.A.,Unknown,,
Gini Santana F. MJ Nebreda,Sugar Mami,Unknown,,
Lola Indigo,Las Solteras,Unknown,,
